?cls	?xref
<http://purl.obolibrary.org/obo/MONDO_0021380>	"UMLS:C1290402"
<http://purl.obolibrary.org/obo/MONDO_0021380>	"ICD9:239.89"
<http://purl.obolibrary.org/obo/MONDO_0021380>	"SCTID:126732009"
<http://purl.obolibrary.org/obo/MONDO_0021380>	"NCIT:C5349"
<http://purl.obolibrary.org/obo/MONDO_0007256>	"NCIT:C3099"
<http://purl.obolibrary.org/obo/MONDO_0007256>	"Orphanet:88673"
<http://purl.obolibrary.org/obo/MONDO_0007256>	"MESH:D006528"
<http://purl.obolibrary.org/obo/MONDO_0007256>	"DOID:684"
<http://purl.obolibrary.org/obo/MONDO_0007256>	"OMIM:114550"
<http://purl.obolibrary.org/obo/MONDO_0007256>	"ONCOTREE:HCC"
<http://purl.obolibrary.org/obo/MONDO_0007256>	"EFO:0000182"
<http://purl.obolibrary.org/obo/MONDO_0007256>	"ICDO:8170/3"
<http://purl.obolibrary.org/obo/MONDO_0007256>	"DOID:686"
<http://purl.obolibrary.org/obo/MONDO_0007256>	"MedDRA:10049010"
<http://purl.obolibrary.org/obo/MONDO_0007256>	"GARD:16773"
<http://purl.obolibrary.org/obo/MONDO_0007256>	"NORD:1907"
<http://purl.obolibrary.org/obo/MONDO_0023161>	"UMLS:C0276138"
<http://purl.obolibrary.org/obo/MONDO_0023161>	"SCTID:89141000"
<http://purl.obolibrary.org/obo/MONDO_0023161>	"NCIT:C128381"
<http://purl.obolibrary.org/obo/MONDO_0015068>	"UMLS:CN197361"
<http://purl.obolibrary.org/obo/MONDO_0015068>	"NCIT:C135213"
<http://purl.obolibrary.org/obo/MONDO_0019954>	"NCIT:C27720"
<http://purl.obolibrary.org/obo/MONDO_0019954>	"EFO:1000045"
<http://purl.obolibrary.org/obo/MONDO_0019954>	"Orphanet:97253"
<http://purl.obolibrary.org/obo/MONDO_0019954>	"ICDO:8150/1"
<http://purl.obolibrary.org/obo/MONDO_0019954>	"ONCOTREE:PANET"
<http://purl.obolibrary.org/obo/MONDO_0019954>	"GARD:13034"
<http://purl.obolibrary.org/obo/MONDO_0005137>	"EFO:0001069"
<http://purl.obolibrary.org/obo/MONDO_0005137>	"MESH:D009748"
<http://purl.obolibrary.org/obo/MONDO_0005137>	"ICD9:783.9"
<http://purl.obolibrary.org/obo/MONDO_0005137>	"SCTID:2492009"
<http://purl.obolibrary.org/obo/MONDO_0005137>	"DOID:374"
<http://purl.obolibrary.org/obo/MONDO_0005137>	"UMLS:C3714509"
<http://purl.obolibrary.org/obo/MONDO_0005137>	"NCIT:C26836"
<http://purl.obolibrary.org/obo/MONDO_0005557>	"ICD9:275.49"
<http://purl.obolibrary.org/obo/MONDO_0005557>	"DOID:10575"
<http://purl.obolibrary.org/obo/MONDO_0005557>	"ICD9:275.4"
<http://purl.obolibrary.org/obo/MONDO_0005557>	"MESH:D002128"
<http://purl.obolibrary.org/obo/MONDO_0005557>	"EFO:0005769"
<http://purl.obolibrary.org/obo/MONDO_0005557>	"SCTID:71638002"
<http://purl.obolibrary.org/obo/MONDO_0005557>	"ICD9:275.40"
<http://purl.obolibrary.org/obo/MONDO_0005557>	"UMLS:C0006705"
<http://purl.obolibrary.org/obo/MONDO_0005864>	"UMLS:C0027095"
<http://purl.obolibrary.org/obo/MONDO_0005864>	"UMLS:C0684743"
<http://purl.obolibrary.org/obo/MONDO_0005864>	"SCTID:363495004"
<http://purl.obolibrary.org/obo/MONDO_0005864>	"ICDO:8895/3"
<http://purl.obolibrary.org/obo/MONDO_0005864>	"EFO:0007384"
<http://purl.obolibrary.org/obo/MONDO_0005864>	"ICD9:171.9"
<http://purl.obolibrary.org/obo/MONDO_0005864>	"NCIT:C4883"
<http://purl.obolibrary.org/obo/MONDO_0005864>	"DOID:4045"
<http://purl.obolibrary.org/obo/MONDO_0024491>	"UMLS:C0475269"
<http://purl.obolibrary.org/obo/MONDO_0024491>	"NCIT:C28077"
<http://purl.obolibrary.org/obo/MONDO_0003719>	"DOID:5977"
<http://purl.obolibrary.org/obo/MONDO_0003719>	"ICD9:239.5"
<http://purl.obolibrary.org/obo/MONDO_0003719>	"SCTID:126881002"
<http://purl.obolibrary.org/obo/MONDO_0003719>	"UMLS:C0346260"
<http://purl.obolibrary.org/obo/MONDO_0003719>	"NCIT:C8404"
<http://purl.obolibrary.org/obo/MONDO_0006810>	"DOID:9428"
<http://purl.obolibrary.org/obo/MONDO_0006810>	"MESH:D019586"
<http://purl.obolibrary.org/obo/MONDO_0006810>	"UMLS:C0151740"
<http://purl.obolibrary.org/obo/MONDO_0006810>	"MedDRA:10022764"
<http://purl.obolibrary.org/obo/MONDO_0006810>	"EFO:1000992"
<http://purl.obolibrary.org/obo/MONDO_0005515>	"ICD9:145.8"
<http://purl.obolibrary.org/obo/MONDO_0005515>	"SCTID:363385007"
<http://purl.obolibrary.org/obo/MONDO_0005515>	"NCIT:C9314"
<http://purl.obolibrary.org/obo/MONDO_0005515>	"ICD9:144.0"
<http://purl.obolibrary.org/obo/MONDO_0005515>	"SCTID:363505006"
<http://purl.obolibrary.org/obo/MONDO_0005515>	"ICD9:149.8"
<http://purl.obolibrary.org/obo/MONDO_0005515>	"DOID:8618"
<http://purl.obolibrary.org/obo/MONDO_0005515>	"ICD9:144.9"
<http://purl.obolibrary.org/obo/MONDO_0005515>	"ICD9:145.9"
<http://purl.obolibrary.org/obo/MONDO_0005515>	"EFO:0005570"
<http://purl.obolibrary.org/obo/MONDO_0005515>	"ICD9:144.1"
<http://purl.obolibrary.org/obo/MONDO_0005515>	"ICD9:144"
<http://purl.obolibrary.org/obo/MONDO_0002300>	"DOID:2438"
<http://purl.obolibrary.org/obo/MONDO_0002300>	"UMLS:C0346041"
<http://purl.obolibrary.org/obo/MONDO_0002300>	"NCIT:C4475"
<http://purl.obolibrary.org/obo/MONDO_0003620>	"NCIT:C27580"
<http://purl.obolibrary.org/obo/MONDO_0003620>	"ICD9:350-359.99"
<http://purl.obolibrary.org/obo/MONDO_0003620>	"MESH:D010523"
<http://purl.obolibrary.org/obo/MONDO_0003620>	"DOID:574"
<http://purl.obolibrary.org/obo/MONDO_0003620>	"SCTID:42658009"
<http://purl.obolibrary.org/obo/MONDO_0003620>	"ICD9:356.9"
<http://purl.obolibrary.org/obo/MONDO_0002289>	"DOID:240"
<http://purl.obolibrary.org/obo/MONDO_0002289>	"MESH:D007499"
<http://purl.obolibrary.org/obo/MONDO_0002289>	"NCIT:C34737"
<http://purl.obolibrary.org/obo/MONDO_0002289>	"UMLS:C0022078"
<http://purl.obolibrary.org/obo/MONDO_0002289>	"SCTID:85478004"
<http://purl.obolibrary.org/obo/MONDO_0021545>	"MESH:D019042"
<http://purl.obolibrary.org/obo/MONDO_0021545>	"NCIT:C4063"
<http://purl.obolibrary.org/obo/MONDO_0021545>	"MESH:D009379"
<http://purl.obolibrary.org/obo/MONDO_0024257>	"SCTID:49793008"
<http://purl.obolibrary.org/obo/MONDO_0024257>	"GARD:19478"
<http://purl.obolibrary.org/obo/MONDO_0024257>	"UMLS:C0270763"
<http://purl.obolibrary.org/obo/MONDO_0024257>	"Orphanet:98505"
<http://purl.obolibrary.org/obo/MONDO_0000701>	"MESH:D017091"
<http://purl.obolibrary.org/obo/MONDO_0000701>	"SCTID:30588004"
<http://purl.obolibrary.org/obo/MONDO_0000701>	"UMLS:C0162529"
<http://purl.obolibrary.org/obo/MONDO_0000701>	"DOID:0060181"
<http://purl.obolibrary.org/obo/MONDO_0018515>	"NCIT:C5554"
<http://purl.obolibrary.org/obo/MONDO_0018515>	"Orphanet:424002"
<http://purl.obolibrary.org/obo/MONDO_0018515>	"GARD:21770"
<http://purl.obolibrary.org/obo/MONDO_0018515>	"SCTID:766979005"
<http://purl.obolibrary.org/obo/MONDO_0018515>	"UMLS:C1335690"
<http://purl.obolibrary.org/obo/MONDO_0018515>	"DOID:5528"
<http://purl.obolibrary.org/obo/MONDO_0004880>	"DOID:9779"
<http://purl.obolibrary.org/obo/MONDO_0004880>	"UMLS:C2004461"
<http://purl.obolibrary.org/obo/MONDO_0004880>	"ICD9:564.9"
<http://purl.obolibrary.org/obo/MONDO_0004880>	"SCTID:235594008"
<http://purl.obolibrary.org/obo/MONDO_0002806>	"EFO:1001942"
<http://purl.obolibrary.org/obo/MONDO_0002806>	"UMLS:C0007121"
<http://purl.obolibrary.org/obo/MONDO_0002806>	"ICD9:162.9"
<http://purl.obolibrary.org/obo/MONDO_0002806>	"CSP:2017-6052"
<http://purl.obolibrary.org/obo/MONDO_0002806>	"NCIT:C35875"
<http://purl.obolibrary.org/obo/MONDO_0002806>	"SCTID:254622008"
<http://purl.obolibrary.org/obo/MONDO_0002806>	"DOID:3904"
<http://purl.obolibrary.org/obo/MONDO_0002806>	"MESH:D002283"
<http://purl.obolibrary.org/obo/MONDO_0001343>	"ICD9:588.9"
<http://purl.obolibrary.org/obo/MONDO_0001343>	"ICD9:588.8"
<http://purl.obolibrary.org/obo/MONDO_0001343>	"ICD10CM:N25"
<http://purl.obolibrary.org/obo/MONDO_0001343>	"SCTID:197663003"
<http://purl.obolibrary.org/obo/MONDO_0001343>	"ICD9:588.89"
<http://purl.obolibrary.org/obo/MONDO_0001343>	"DOID:11705"
<http://purl.obolibrary.org/obo/MONDO_0020653>	"ONCOTREE:VA"
<http://purl.obolibrary.org/obo/MONDO_0020653>	"NCIT:C7981"
<http://purl.obolibrary.org/obo/MONDO_0005292>	"ICD9:558.9"
<http://purl.obolibrary.org/obo/MONDO_0005292>	"EFO:0003872"
<http://purl.obolibrary.org/obo/MONDO_0005292>	"MESH:D003092"
<http://purl.obolibrary.org/obo/MONDO_0005292>	"NCIT:C26723"
<http://purl.obolibrary.org/obo/MONDO_0005292>	"SCTID:64226004"
<http://purl.obolibrary.org/obo/MONDO_0005292>	"DOID:0060180"
<http://purl.obolibrary.org/obo/MONDO_0005292>	"HP:0002583"
<http://purl.obolibrary.org/obo/MONDO_0005292>	"UMLS:C0009319"
<http://purl.obolibrary.org/obo/MONDO_0024575>	"MESH:D011248"
<http://purl.obolibrary.org/obo/MONDO_0024575>	"NCIT:C35169"
<http://purl.obolibrary.org/obo/MONDO_0024575>	"SCTID:173300003"
<http://purl.obolibrary.org/obo/MONDO_0021253>	"MESH:D005706"
<http://purl.obolibrary.org/obo/MONDO_0021253>	"NCIT:C3048"
<http://purl.obolibrary.org/obo/MONDO_0021253>	"UMLS:C0016978"
<http://purl.obolibrary.org/obo/MONDO_0021736>	"SCTID:41364008"
<http://purl.obolibrary.org/obo/MONDO_0021736>	"UMLS:C0033252"
<http://purl.obolibrary.org/obo/MONDO_0021736>	"NCIT:C34950"
<http://purl.obolibrary.org/obo/MONDO_0021736>	"ICD9:569.89"
<http://purl.obolibrary.org/obo/MONDO_0006203>	"NCIT:C5777"
<http://purl.obolibrary.org/obo/MONDO_0006203>	"EFO:1000248"
<http://purl.obolibrary.org/obo/MONDO_0006203>	"UMLS:C0861861"
<http://purl.obolibrary.org/obo/MONDO_0000001>	"DOID:4"
<http://purl.obolibrary.org/obo/MONDO_0000001>	"OGMS:0000031"
<http://purl.obolibrary.org/obo/MONDO_0000001>	"Orphanet:377788"
<http://purl.obolibrary.org/obo/MONDO_0000001>	"UMLS:C0012634"
<http://purl.obolibrary.org/obo/MONDO_0000001>	"SCTID:64572001"
<http://purl.obolibrary.org/obo/MONDO_0000001>	"MESH:D004194"
<http://purl.obolibrary.org/obo/MONDO_0000001>	"ICD9:799.9"
<http://purl.obolibrary.org/obo/MONDO_0000001>	"EFO:0000408"
<http://purl.obolibrary.org/obo/MONDO_0000001>	"NCIT:C2991"
<http://purl.obolibrary.org/obo/MONDO_0024643>	"NCIT:C35544"
<http://purl.obolibrary.org/obo/MONDO_0024643>	"SCTID:57809008"
<http://purl.obolibrary.org/obo/MONDO_0006155>	"NCIT:C5497"
<http://purl.obolibrary.org/obo/MONDO_0006155>	"EFO:1000188"
<http://purl.obolibrary.org/obo/MONDO_0005574>	"DOID:680"
<http://purl.obolibrary.org/obo/MONDO_0005574>	"EFO:0005815"
<http://purl.obolibrary.org/obo/MONDO_0005574>	"MESH:D024801"
<http://purl.obolibrary.org/obo/MONDO_0005574>	"UMLS:C0949664"
<http://purl.obolibrary.org/obo/MONDO_0004789>	"UMLS:C0008311"
<http://purl.obolibrary.org/obo/MONDO_0004789>	"ICD9:576.1"
<http://purl.obolibrary.org/obo/MONDO_0004789>	"NCIT:C26718"
<http://purl.obolibrary.org/obo/MONDO_0004789>	"MESH:D002761"
<http://purl.obolibrary.org/obo/MONDO_0004789>	"ICD10CM:K83.0"
<http://purl.obolibrary.org/obo/MONDO_0004789>	"DOID:9446"
<http://purl.obolibrary.org/obo/MONDO_0004789>	"SCTID:82403002"
<http://purl.obolibrary.org/obo/MONDO_0021246>	"NCIT:C3325"
<http://purl.obolibrary.org/obo/MONDO_0021246>	"ICD10CM:C00-C14"
<http://purl.obolibrary.org/obo/MONDO_0021073>	"UMLS:C0030472"
<http://purl.obolibrary.org/obo/MONDO_0021073>	"MESH:D010257"
<http://purl.obolibrary.org/obo/MONDO_0021073>	"NCIT:C3311"
<http://purl.obolibrary.org/obo/MONDO_0021073>	"SCTID:49783001"
<http://purl.obolibrary.org/obo/MONDO_0002529>	"EFO:1001927"
<http://purl.obolibrary.org/obo/MONDO_0002529>	"ONCOTREE:CSCC"
<http://purl.obolibrary.org/obo/MONDO_0002529>	"DOID:3151"
<http://purl.obolibrary.org/obo/MONDO_0002529>	"UMLS:C0553723"
<http://purl.obolibrary.org/obo/MONDO_0002529>	"SCTID:254651007"
<http://purl.obolibrary.org/obo/MONDO_0002529>	"NCIT:C4819"
<http://purl.obolibrary.org/obo/MONDO_0004586>	"SCTID:398726004"
<http://purl.obolibrary.org/obo/MONDO_0004586>	"DOID:849"
<http://purl.obolibrary.org/obo/MONDO_0004586>	"ICD9:714.81"
<http://purl.obolibrary.org/obo/MONDO_0004586>	"UMLS:C0994344"
<http://purl.obolibrary.org/obo/MONDO_0045054>	"NCIT:C8278"
<http://purl.obolibrary.org/obo/MONDO_0045054>	"UMLS:C0280950"
<http://purl.obolibrary.org/obo/MONDO_0005070>	"NCIT:C3262"
<http://purl.obolibrary.org/obo/MONDO_0005070>	"ICD10CM:C7A-C7A"
<http://purl.obolibrary.org/obo/MONDO_0005070>	"ONCOTREE:OTHER"
<http://purl.obolibrary.org/obo/MONDO_0005070>	"ICD10CM:C00-D49"
<http://purl.obolibrary.org/obo/MONDO_0005070>	"ICD9:239.9"
<http://purl.obolibrary.org/obo/MONDO_0005070>	"DOID:14566"
<http://purl.obolibrary.org/obo/MONDO_0005070>	"SCTID:55342001"
<http://purl.obolibrary.org/obo/MONDO_0005070>	"MESH:D009369"
<http://purl.obolibrary.org/obo/MONDO_0005070>	"ICD9:239.8"
<http://purl.obolibrary.org/obo/MONDO_0005070>	"ICD10CM:C7B-C7B"
<http://purl.obolibrary.org/obo/MONDO_0005070>	"EFO:0000616"
<http://purl.obolibrary.org/obo/MONDO_0005070>	"ICD9:140-239.99"
<http://purl.obolibrary.org/obo/MONDO_0005070>	"HP:0002664"
<http://purl.obolibrary.org/obo/MONDO_0005070>	"UMLS:C0027651"
<http://purl.obolibrary.org/obo/MONDO_0005814>	"NCIT:C4572"
<http://purl.obolibrary.org/obo/MONDO_0005814>	"ICD9:159.0"
<http://purl.obolibrary.org/obo/MONDO_0005814>	"SCTID:363508008"
<http://purl.obolibrary.org/obo/MONDO_0005814>	"DOID:10155"
<http://purl.obolibrary.org/obo/MONDO_0005814>	"UMLS:C0346627"
<http://purl.obolibrary.org/obo/MONDO_0005814>	"EFO:0007330"
<http://purl.obolibrary.org/obo/MONDO_0005814>	"MESH:D007414"
<http://purl.obolibrary.org/obo/MONDO_0005131>	"EFO:0001061"
<http://purl.obolibrary.org/obo/MONDO_0005131>	"UMLS:C0302592"
<http://purl.obolibrary.org/obo/MONDO_0005131>	"SCTID:285432005"
<http://purl.obolibrary.org/obo/MONDO_0005131>	"DOID:2893"
<http://purl.obolibrary.org/obo/MONDO_0005131>	"NCIT:C9039"
<http://purl.obolibrary.org/obo/MONDO_0044348>	"UMLS:C0019045"
<http://purl.obolibrary.org/obo/MONDO_0044348>	"ICD9:282.7"
<http://purl.obolibrary.org/obo/MONDO_0044348>	"SCTID:80141007"
<http://purl.obolibrary.org/obo/MONDO_0020576>	"NCIT:C112210"
<http://purl.obolibrary.org/obo/MONDO_0020576>	"UMLS:C0262988"
<http://purl.obolibrary.org/obo/MONDO_0021066>	"ONCOTREE:BLADDER"
<http://purl.obolibrary.org/obo/MONDO_0021066>	"ICD9:239.5"
<http://purl.obolibrary.org/obo/MONDO_0021066>	"SCTID:126879004"
<http://purl.obolibrary.org/obo/MONDO_0021066>	"NCIT:C3431"
<http://purl.obolibrary.org/obo/MONDO_0005083>	"ICD9:696"
<http://purl.obolibrary.org/obo/MONDO_0005083>	"UMLS:C0033860"
<http://purl.obolibrary.org/obo/MONDO_0005083>	"MESH:D011565"
<http://purl.obolibrary.org/obo/MONDO_0005083>	"NCIT:C3346"
<http://purl.obolibrary.org/obo/MONDO_0005083>	"ICD9:696.8"
<http://purl.obolibrary.org/obo/MONDO_0005083>	"ICD9:696.5"
<http://purl.obolibrary.org/obo/MONDO_0005083>	"SCTID:9014002"
<http://purl.obolibrary.org/obo/MONDO_0005083>	"OMIMPS:177900"
<http://purl.obolibrary.org/obo/MONDO_0005083>	"EFO:0000676"
<http://purl.obolibrary.org/obo/MONDO_0005083>	"DOID:8893"
<http://purl.obolibrary.org/obo/MONDO_0005083>	"ICD10CM:L40"
<http://purl.obolibrary.org/obo/MONDO_0005083>	"ICD9:696.1"
<http://purl.obolibrary.org/obo/MONDO_0004184>	"SCTID:4985009"
<http://purl.obolibrary.org/obo/MONDO_0004184>	"UMLS:C0041969"
<http://purl.obolibrary.org/obo/MONDO_0004184>	"DOID:732"
<http://purl.obolibrary.org/obo/MONDO_0004184>	"NCIT:C26903"
<http://purl.obolibrary.org/obo/MONDO_0004184>	"MESH:D014522"
<http://purl.obolibrary.org/obo/MONDO_0002562>	"NCIT:C34527"
<http://purl.obolibrary.org/obo/MONDO_0002562>	"UMLS:C0011303"
<http://purl.obolibrary.org/obo/MONDO_0002562>	"DOID:3213"
<http://purl.obolibrary.org/obo/MONDO_0002562>	"MESH:D003711"
<http://purl.obolibrary.org/obo/MONDO_0004857>	"NCIT:C97141"
<http://purl.obolibrary.org/obo/MONDO_0004857>	"SCTID:34840004"
<http://purl.obolibrary.org/obo/MONDO_0004857>	"UMLS:C0039503"
<http://purl.obolibrary.org/obo/MONDO_0004857>	"DOID:971"
<http://purl.obolibrary.org/obo/MONDO_0004664>	"EFO:1001342"
<http://purl.obolibrary.org/obo/MONDO_0004664>	"ICD9:128.8"
<http://purl.obolibrary.org/obo/MONDO_0004664>	"NCIT:C84751"
<http://purl.obolibrary.org/obo/MONDO_0004664>	"ICD9:128.9"
<http://purl.obolibrary.org/obo/MONDO_0004664>	"MESH:D006373"
<http://purl.obolibrary.org/obo/MONDO_0004664>	"ICD10CM:B65-B83"
<http://purl.obolibrary.org/obo/MONDO_0004664>	"ICD9:120-129.99"
<http://purl.obolibrary.org/obo/MONDO_0004664>	"SCTID:27601005"
<http://purl.obolibrary.org/obo/MONDO_0004664>	"UMLS:C0018889"
<http://purl.obolibrary.org/obo/MONDO_0004664>	"DOID:883"
<http://purl.obolibrary.org/obo/MONDO_0024622>	"DOID:0080524"
<http://purl.obolibrary.org/obo/MONDO_0024622>	"NCIT:C27380"
<http://purl.obolibrary.org/obo/MONDO_0005172>	"UMLS:C0263661"
<http://purl.obolibrary.org/obo/MONDO_0005172>	"SCTID:88230002"
<http://purl.obolibrary.org/obo/MONDO_0005172>	"EFO:0002461"
<http://purl.obolibrary.org/obo/MONDO_0002665>	"NCIT:C7975"
<http://purl.obolibrary.org/obo/MONDO_0002665>	"UMLS:C0279659"
<http://purl.obolibrary.org/obo/MONDO_0002665>	"DOID:3495"
<http://purl.obolibrary.org/obo/MONDO_0000568>	"DOID:0060004"
<http://purl.obolibrary.org/obo/MONDO_0003847>	"MESH:D030342"
<http://purl.obolibrary.org/obo/MONDO_0003847>	"ICD9:799.89"
<http://purl.obolibrary.org/obo/MONDO_0003847>	"DOID:630"
<http://purl.obolibrary.org/obo/MONDO_0003847>	"NCIT:C3101"
<http://purl.obolibrary.org/obo/MONDO_0003847>	"UMLS:C0019247"
<http://purl.obolibrary.org/obo/MONDO_0003847>	"SCTID:32895009"
<http://purl.obolibrary.org/obo/MONDO_0003847>	"EFO:0000508"
<http://purl.obolibrary.org/obo/MONDO_0024635>	"SCTID:119522002"
<http://purl.obolibrary.org/obo/MONDO_0024635>	"UMLS:C0341268"
<http://purl.obolibrary.org/obo/MONDO_0005297>	"ICD9:597.80"
<http://purl.obolibrary.org/obo/MONDO_0005297>	"NCIT:C26904"
<http://purl.obolibrary.org/obo/MONDO_0005297>	"DOID:1343"
<http://purl.obolibrary.org/obo/MONDO_0005297>	"MESH:D014526"
<http://purl.obolibrary.org/obo/MONDO_0005297>	"ICD9:099.40"
<http://purl.obolibrary.org/obo/MONDO_0005297>	"EFO:0003878"
<http://purl.obolibrary.org/obo/MONDO_0005297>	"HP:0500006"
<http://purl.obolibrary.org/obo/MONDO_0005297>	"SCTID:84619001"
<http://purl.obolibrary.org/obo/MONDO_0002415>	"DOID:2762"
<http://purl.obolibrary.org/obo/MONDO_0002415>	"NCIT:C36082"
<http://purl.obolibrary.org/obo/MONDO_0002415>	"UMLS:C0700110"
<http://purl.obolibrary.org/obo/MONDO_0016264>	"MedDRA:10003827"
<http://purl.obolibrary.org/obo/MONDO_0016264>	"EFO:0005676"
<http://purl.obolibrary.org/obo/MONDO_0016264>	"ICD9:571.42"
<http://purl.obolibrary.org/obo/MONDO_0016264>	"NCIT:C27029"
<http://purl.obolibrary.org/obo/MONDO_0016264>	"DOID:2048"
<http://purl.obolibrary.org/obo/MONDO_0016264>	"NORD:1897"
<http://purl.obolibrary.org/obo/MONDO_0016264>	"Orphanet:2137"
<http://purl.obolibrary.org/obo/MONDO_0016264>	"SCTID:408335007"
<http://purl.obolibrary.org/obo/MONDO_0016264>	"GARD:5871"
<http://purl.obolibrary.org/obo/MONDO_0016264>	"UMLS:C4721555"
<http://purl.obolibrary.org/obo/MONDO_0016264>	"MESH:D019693"
<http://purl.obolibrary.org/obo/MONDO_0016264>	"ICD10CM:K75.4"
<http://purl.obolibrary.org/obo/MONDO_0003689>	"ICD9:282.9"
<http://purl.obolibrary.org/obo/MONDO_0003689>	"NCIT:C34379"
<http://purl.obolibrary.org/obo/MONDO_0003689>	"MESH:D000745"
<http://purl.obolibrary.org/obo/MONDO_0003689>	"DOID:589"
<http://purl.obolibrary.org/obo/MONDO_0003689>	"SCTID:42601008"
<http://purl.obolibrary.org/obo/MONDO_0003689>	"ICD9:282"
<http://purl.obolibrary.org/obo/MONDO_0003619>	"NCIT:C26880"
<http://purl.obolibrary.org/obo/MONDO_0003619>	"DOID:5733"
<http://purl.obolibrary.org/obo/MONDO_0003619>	"MESH:D012488"
<http://purl.obolibrary.org/obo/MONDO_0003619>	"SCTID:88157006"
<http://purl.obolibrary.org/obo/MONDO_0003619>	"UMLS:C0036130"
<http://purl.obolibrary.org/obo/MONDO_0001898>	"ICD9:363.9"
<http://purl.obolibrary.org/obo/MONDO_0001898>	"UMLS:C4025836"
<http://purl.obolibrary.org/obo/MONDO_0001898>	"DOID:1417"
<http://purl.obolibrary.org/obo/MONDO_0001898>	"NCIT:C34468"
<http://purl.obolibrary.org/obo/MONDO_0001898>	"MESH:D015862"
<http://purl.obolibrary.org/obo/MONDO_0001898>	"SCTID:128468007"
<http://purl.obolibrary.org/obo/MONDO_0001898>	"ICD9:363.8"
<http://purl.obolibrary.org/obo/MONDO_0015867>	"DOID:0050918"
<http://purl.obolibrary.org/obo/MONDO_0015867>	"GARD:9348"
<http://purl.obolibrary.org/obo/MONDO_0015867>	"NCIT:C3917"
<http://purl.obolibrary.org/obo/MONDO_0015867>	"Orphanet:180247"
<http://purl.obolibrary.org/obo/MONDO_0015867>	"UMLS:C0262659"
<http://purl.obolibrary.org/obo/MONDO_0005068>	"UMLS:C0027051"
<http://purl.obolibrary.org/obo/MONDO_0005068>	"HP:0001658"
<http://purl.obolibrary.org/obo/MONDO_0005068>	"DOID:5844"
<http://purl.obolibrary.org/obo/MONDO_0005068>	"SCTID:22298006"
<http://purl.obolibrary.org/obo/MONDO_0005068>	"EFO:0000612"
<http://purl.obolibrary.org/obo/MONDO_0005068>	"ICD10CM:I21"
<http://purl.obolibrary.org/obo/MONDO_0005068>	"NCIT:C27996"
<http://purl.obolibrary.org/obo/MONDO_0005068>	"MESH:D009203"
<http://purl.obolibrary.org/obo/MONDO_0019050>	"MESH:D006453"
<http://purl.obolibrary.org/obo/MONDO_0019050>	"ICD10CM:D58.1"
<http://purl.obolibrary.org/obo/MONDO_0019050>	"MedDRA:10060892"
<http://purl.obolibrary.org/obo/MONDO_0019050>	"Orphanet:68364"
<http://purl.obolibrary.org/obo/MONDO_0019050>	"ICD9:282.7"
<http://purl.obolibrary.org/obo/MONDO_0019050>	"GARD:18883"
<http://purl.obolibrary.org/obo/MONDO_0019050>	"ICD10CM:D58.0"
<http://purl.obolibrary.org/obo/MONDO_0019050>	"NCIT:C3092"
<http://purl.obolibrary.org/obo/MONDO_0019050>	"DOID:2860"
<http://purl.obolibrary.org/obo/MONDO_0019050>	"SCTID:427306008"
<http://purl.obolibrary.org/obo/MONDO_0005283>	"NCIT:C62601"
<http://purl.obolibrary.org/obo/MONDO_0005283>	"HGNC:8002"
<http://purl.obolibrary.org/obo/MONDO_0005283>	"ICD9:362.9"
<http://purl.obolibrary.org/obo/MONDO_0005283>	"EFO:0003839"
<http://purl.obolibrary.org/obo/MONDO_0005283>	"NCIT:C26875"
<http://purl.obolibrary.org/obo/MONDO_0005283>	"SCTID:29555009"
<http://purl.obolibrary.org/obo/MONDO_0005283>	"DOID:5679"
<http://purl.obolibrary.org/obo/MONDO_0005283>	"UMLS:C0035309"
<http://purl.obolibrary.org/obo/MONDO_0005283>	"ICD9:362.89"
<http://purl.obolibrary.org/obo/MONDO_0005283>	"MESH:D012164"
<http://purl.obolibrary.org/obo/MONDO_0016367>	"UMLS:C0011633"
<http://purl.obolibrary.org/obo/MONDO_0016367>	"GARD:6263"
<http://purl.obolibrary.org/obo/MONDO_0016367>	"NORD:1048"
<http://purl.obolibrary.org/obo/MONDO_0016367>	"ICD9:710.3"
<http://purl.obolibrary.org/obo/MONDO_0016367>	"MedDRA:10012503"
<http://purl.obolibrary.org/obo/MONDO_0016367>	"EFO:0000398"
<http://purl.obolibrary.org/obo/MONDO_0016367>	"NCIT:C26744"
<http://purl.obolibrary.org/obo/MONDO_0016367>	"MESH:D003882"
<http://purl.obolibrary.org/obo/MONDO_0016367>	"Orphanet:221"
<http://purl.obolibrary.org/obo/MONDO_0016367>	"DOID:10223"
<http://purl.obolibrary.org/obo/MONDO_0016367>	"SCTID:396230008"
<http://purl.obolibrary.org/obo/MONDO_0017203>	"MedDRA:10008864"
<http://purl.obolibrary.org/obo/MONDO_0017203>	"UMLS:C0154774"
<http://purl.obolibrary.org/obo/MONDO_0017203>	"GARD:21060"
<http://purl.obolibrary.org/obo/MONDO_0017203>	"ICD9:360.03"
<http://purl.obolibrary.org/obo/MONDO_0017203>	"SCTID:13978000"
<http://purl.obolibrary.org/obo/MONDO_0017203>	"Orphanet:279891"
<http://purl.obolibrary.org/obo/MONDO_0017203>	"DOID:10697"
<http://purl.obolibrary.org/obo/MONDO_0001406>	"UMLS:C0031118"
